review,sentiment
"Awalnya disandera sebagai sekuel ""The Slumber Party Massacre"" seri, film ini jatuh datar di wajah itu dengan judul baru. Pertama, jika Anda memasukkan kata ""pembantaian"" dalam judul film Anda, sebaiknya Anda memberikannya. Yang ini tentu saja tidak. Tidak ada menanduk, tidak ada di layar pembunuhan dan tidak ada gergaji mesin, karena kotak seni akan membuat Anda percaya. Sebagai gantinya, kami mendapatkan sebuah plot kertas yang tipis dan overdone tentang sekelompok pemandu sorak yang terdampar di sebuah pondok kosong dalam perjalanan menuju pertandingan sepak bola, hanya untuk dilepas satu per satu. Sekali lagi, film ini bisa saja oke jika hasil keteduhan sedikit meningkat. Mengapa direksi, terutama yang melakukan film direct-to-video, takut menunjukkan bahwa setiap menanduk ada di luar jangkauan saya. Sekarang, saya bukan penggemar sampingan yang berlebihan, tapi ayolah ... kenapa lagi ada yang menyewa film berjudul ""Cheerleader Massacre ??"" Selain masalah itu, film ini menderita serangan kamera-on-a-home-video-camera. Kelihatannya murah, kedengarannya murah, dan para aktor tidak begitu bagus. Ini mencoba untuk membuang kita dari jalur ke siapa si pembunuh, tapi malah gagal. Akhir cerita akhirnya menjadi berantakan konyol. Orang-orang, jika Anda bertemu dengan film ini, pergi dan pergi mencari ""Pembantaian Kelompok Tidur"" yang asli. 2 dari 10",negative
"Seorang pembunuh, pemerkosa kanibal dibunuh oleh seorang polisi gila di tempat pembunuhan terakhirnya. Di kuburannya, sebuah kultus telah berkumpul dengan rencana untuk membangkitkannya dengan kencing ke kuburan. Ini tentu saja berhasil dan dia terbangun merobek penis orang dan dia kembali ke cara membunuh lamanya dengan tampilan zombie baru. Dua polisi salah satu dari mereka yang sedikit gila dengan sampah kota dan memiliki masalah narkoba, kembali terlibat dalam kasus ini. Dua dari anggota kultus asli juga mencoba menghentikan si pembunuh dengan menghidupkan kembali jenis benda mati lainnya. Berpikir mereka telah mengajukan mereka pergi tapi keluar dari kuburan datang boneka plastik bayi yang biasa digunakan dalam kebangkitan. Kedengarannya agak membingungkan banget tapi tidak ada sampahnya saja. Aktingnya mengerikan dan salah satu polisi adalah pria yang sama dengan Dr Vincent van Gore di wajah seri kore dan dia sama mengerikannya. sebagai polisi yang menjengkelkan dalam film ini. Polisi yang lain hanya tentang perjuangan untuk mengeluarkan garis mengerikannya. Sekarang saya semua untuk cinema anggaran rendah tapi film ini hanya mengerikan. Jika bukan karena sangat mudah pada wanita mata dan ketelanjangan mereka mungkin saya akan tertidur. Ada sedikit air kencing tapi tidak lebih dari beberapa nyali usus yang tersimpan di perut para korban. Riasan zombie di sisi lain terlihat hebat dan penisnya yang panjang yang dia gunakan untuk memperkosa korbannya dengan terkadang lucu. Ada juga adegan setengah layak dimana si pembunuh jatuh cinta dengan boneka seks. Boneka dengan suara tupai adalah hal terbodoh yang pernah saya lihat di sebuah film. Ini hanya mainan plastik di pancing. Akhir ini sangat buruk. Anda akan mengharapkan si pembunuh untuk melawan lebih banyak daripada yang dia lakukan. Tuhan tahu bagaimana mereka menghasilkan cukup uang untuk membuat sekuel. 4/10",negative
"Days of Heaven adalah salah satu film yang paling menyakitkan dan tidak ada bandingan yang pernah saya lihat. Sama sekali tidak, bentuk, atau bentuk saya akan merekomendasikan hal ini kepada siapapun ... kecuali jika Anda mencoba membuat anak-anak Anda tertidur atau, Tuhan melarang, berikan seseorang aneurisma. Jika saya bisa kembali pada waktunya dan melakukan satu hal, saya akan menyalakan gulungan sebelum dikirim ke bioskop. Mengapa? Rencana Hari Langit sederhana, tapi sangat samar. Urutan panjang tanpa dialog membuat banyak film. Karakternya terlalu dangkal dan konyol konyol untuk dihubungkan dengannya. Puncak cerita tidak menyentuh Anda: pada saat ini otak Anda telah bekerja sangat keras untuk mengetahui alur cerita dan serangkaian metafora tersembunyi yang kemampuan Anda untuk berpikir hilang. Satu-satunya hal yang bekerja adalah matamu, dan sayangnya, telingamu, siapa yang harus mendengarkan suara Linda, gadis kecil dalam cerita, yang berbicara seperti pria. Saya sekarang bodoh karena melihat film ini. Jangan biarkan hal itu terjadi pada Anda.",negative
"Pada tahun 1929, sutradara Walt Disney dan animator Ub Iwerks mengubah wajah animasi dengan merilis angsuran pertama seri ""Silly Symphonies"" mereka, ""The Skeleton Dance"". Iwerks dan Disney telah berkolaborasi sejak awal 20-an, dalam serial kartun ""Laugh-O-Gram"" Disney; Namun persahabatan mereka mengalami pukulan yang luar biasa ketika Iwerks menerima tawaran dari pesaing untuk meninggalkan Disney dan memulai studio animasi sendiri. Itulah kelahiran Celebrity Productions, di mana Iwerks terus mengembangkan gaya dan tekniknya (dan di mana dia menciptakan karakter Flip the Frog). Sementara karyanya mempertahankan kualitas tinggi yang sama, tidak begitu populer dan pada tahun 1936 studio ditutup. Belakangan tahun itu, Iwerks dipekerjakan oleh Columbia Pictures, dan Iwerks memutuskan untuk kembali ke tengkorak lamanya untuk tarian lain, yang warnanya kali ini. <br /> <br /> ""Skeleton Frolics"" 1937 pada dasarnya adalah remake dari tahun 1929 klasik ""Tarian Skeleton"", film yang membuatnya ketenaran dan keberuntungan. Seperti film pendek itu, ia ditetapkan di sebuah pemakaman yang ditinggalkan, dimana pada tengah malam makhluk malam menjadi hidup dan mulai bermain. Kematian yang mematikan dari peti mati mereka, siap untuk pertunjukan yang akan dimulai, saat sekelompok kerangka membentuk orkestra, dan mulai memainkan lagu yang menyenangkan. Sekarang, tidak mudah menjadi seorang musisi yang hanya terdiri dari tulang belulang, karena beberapa anggota orkestra memiliki masalah dengan bagian tubuh mereka, bagaimanapun, band ini berhasil menunjukkan yang baik dan sekelompok kerangka lainnya mulai berdansa. Beberapa yang indah dari mereka menghadapi masalah yang sama yang mengganggu orkestra: sulit menari dengan bagian tubuh yang kendur. Semuanya berakhir pada waktu fajar, dan tepat pada saat matahari akan kembali bangkit, kerangka menuju ke kuburan mereka. Sutradara dan animasi oleh Ub Iwerks sendiri, ""Skeleton Frolics"" mengikuti pola yang ditetapkan oleh "" Tarian Skeleton ""bertahun-tahun sebelumnya, meski dengan perbedaan penting: Iwerks melakukan keseluruhan film di Technicolor. Unsur-unsur terang memungkinkan Iwerks untuk membuat film yang lebih menarik secara visual, dan juga menggunakan banyak teknik baru yang telah dipraktikkannya sejak meninggalkan Disney, menciptakan efek kedalaman dan dinamisme yang lebih baik daripada yang dia bayangkan sebelumnya. Ini tentu film yang lebih eksperimental daripada ""The Skeleton Dance"", meski sayangnya, ini tidak berarti film itu pasti lebih baik. Sebagai permulaan, film ini praktis identik dengan yang dia lakukan dengan Disney, dengan satu-satunya perbedaan adalah musiknya (lebih banyak lagi nanti) dan efek warnanya. Ini terlihat indah, tidak diragukan lagi, tapi rasanya sangat tidak orisinil. <br /> <br /> Namun, bukan konsep orisinalitas konsep yang benar-benar menyakitkan dari film ini (setelah semua, Iwerks mengeksekusinya di cara yang bagus), namun fakta bahwa melodi musikal yang diciptakan oleh Joe DeNat untuk film ini sangat tidak menarik dan tidak memiliki keanggunan dan kesenangan menawan yang dilakukan oleh Carl W. Stalling untuk ""Tengkorak Skeleton"". Dengan kata lain, sementara lagu DeNat efektif dan tepat untuk temanya, mudah untuk melupakannya dengan cepat sementara lagu Stalling memiliki kepribadian unik yang membuatnya tak terlupakan. Menjadi film musikal, ini sangat penting, dan karena itu musik biasa-biasa saja menurunkan karya animasi saya yang tanpa cela. Secara pribadi, saya berpikir bahwa dengan iringan musik yang lebih baik, ""Skeleton Frolics"" akan diingat dengan penuh sayang seperti ""Tengkorak Skeleton meskipun tidak begitu inovatif, karena masih merupakan film yang menyenangkan untuk ditonton. <br /> <br /> Yang menyedihkan bahwa sebagian besar pekerjaan yang dilakukan Iwerks setelah meninggalkan Disney sekarang terlupakan karena keberhasilannya yang buruk, bagaimanapun, harus dikatakan bahwa jika Iwerks tidak memiliki popularitas Disney atau Fleischer (saingan utama Disney), dia tidak kekurangan kualitas Film-film perusahaan itu Mungkin hanya kasus nasib buruk apa yang membuat orang yang memberi hidup pada tikus Disney untuk pertama kalinya menghadapi kegagalan dari Disney Meskipun kekurangannya, Skeleton Frolics sangat lucu dan visual. Film, bahwa meski bukan film asli dan paling segar (tidak ada yang bisa memikirkan tentang ""Tarian Skeleton"" saat menontonnya), pastinya mengingatkan kita bahwa kerangka Iwerk masih ada di sini untuk menghantui kita, dan mengilhami kita. 8/10",positive
"Ya, memang, itu bisa jadi film yang bagus. Sebuah pertengkaran cinta, (maaf untuk lisensi puitis, tapi bukan segitiga!) Sebuah cerita yang menarik, sayangnya sangat diceritakan. Citra terkadang aneh, terkadang OK, gambarnya terlihat sesak dan picik. Suara membutuhkan lebih banyak perhatian (biasanya ada di film Rumania), filter cahaya dan warna kadang-kadang sangat dipilih. Soundtrack pendek dan tidak membantu aksi. Tentang aktingnya ... maaf tapi aktris terbaik adalah sang induk semang. Yang lain bertindak tidak dewasa dan tidak bisa meyakinkan penonton. Aktingnya puitis saat harus realistis, dan realistis kapan harus puitis. Ini adalah gambar untuk orang dewasa, diceritakan oleh anak-anak. Bother hanya jika sangat penasaran.",negative
"Anda hanya memakai setelan Italia terbaik dari Armani, dijahit dengan tangan dan sesuai dengan ukuran Anda. Mobil Anda adalah teknik terbaik yang ditawarkan Jerman, dan dilengkapi dengan banyak gadget seperti kuda di bawah tenda. Anda adalah anggota klub polo terbaik, sering bersantap di restoran seperti Spago, dan selalu diikuti oleh setidaknya dua wanita terindah di dunia. Jam saku Anda berfungsi ganda sebagai bahan peledak nuklir, sementara pena terpercaya Anda juga bisa digunakan sebagai pistol kaliber semi-otomatis .22. Anda bermain ski salju di Pegunungan Alpen, menyelam di laut dalam di Karibia, menyelam di atas Andes, dan sementara rambut Anda tidak pernah, tidak pada tempatnya. Anda adalah Bond, James Bond, mata-mata dunia yang paling terkenal, anak kesayangan dari ratu yang baik, anak nakal SS Inggris, dan mungkin orang yang paling diinginkan di dunia. Karakter James Bond diciptakan oleh Ian Fleming, dan merupakan ikon terpanjang industri film terlama, menjadi subyek lebih dari lima belas film yang mencakup lebih dari empat dekade. Pria terbaru yang berperan adalah Pierce Brosnan, yang mengambil alih peran James Bond dari Timothy Dalton pada tahun 1996, dan membuat debutnya di Goldeneye 007. Ini adalah setting untuk judul utama pertama. dikembangkan oleh pihak ketiga di Nintendo 64. Goldeneye, yang dikembangkan oleh Rare for Nintendo, telah dipasarkan untuk beberapa lama. Dominasi yang terus berlanjut dalam grafik penjualan hanyalah satu bukti betapa bagusnya permainan ini, dan tidak ada perpustakaan peninjau yang lengkap tanpa itu. Mari kita hadapi - sebagian besar permainan dengan lisensi film adalah jepit Meskipun keduanya tampak seperti campuran yang bagus, hasilnya, sebagian besar, menghebohkan. Permainan seperti Cliffhanger, True Lies, Lethal Weapon, dan belum lagi semua flap Star Trek, cukup amunisi terhadap campuran ini. Dan untuk catatan saya bukan penggemar game berlisensi film, apalagi jika saya sudah melihat filmnya. Setidaknya begitulah dulu aku berpikir. Dalam kasus Goldeneye, saya memiliki lebih banyak pemesanan daripada biasanya. Meski bukan film yang buruk, film Goldeneye tidak terlalu menarik perhatiannya, dan saya tidak memberi peringkat di sepuluh besar film Bond. Sebagai permainan, bagaimanapun, anggap saja ini adalah cerita yang sama sekali berbeda. Permainan adalah penembak orang pertama, dan agar sukses, Anda memerlukan setidaknya sebanyak otak seperti otot. . Bagi yang pernah melihat filmnya, yang saya bayangkan kebanyakan dari anda membaca ini, ceritanya sangat konsisten dan mengikuti jalannya film dengan sedikit variasi. Sebuah plot untuk mengendalikan satelit paling berbahaya di dunia, Goldeneye, telah dimulai di Uni Soviet, dan dalam prosesnya seorang wanita cantik telah ditangkap. Misi Anda akan banyak, sangat berbahaya. Anda harus bergantung pada akal dan pengalaman Anda untuk membawa Anda melewati misi paling melelahkan yang pernah ada di dunia ini. M akan memberi tahu Anda segera setelah Anda siap. Selamat siang, James.",positive
"Ini adalah film yang sangat bagus tentang karakter dalam kelas renang dewasa, masalah, hubungan dan interaksi mereka satu sama lain. Ini seharusnya bisa mengelola distribusi yang lebih luas karena jauh lebih baik daripada film serupa dari studio besar pada saat yang bersamaan. Instruktur renang adalah hampir-Olimpiade, dikurangi untuk mengajar pelajaran dasar orang dewasa, dan sering kali target dari para mahasiswanya. Dia mencoba, sedikit banyak, untuk menangkisnya, dengan hasil yang bervariasi. Karakter siswa adalah arus utama U.S.A; guru, polisi, mahasiswa dan pensiunan, yang semuanya belum belajar berenang untuk beberapa alasan. Film ini mencakup hubungan mereka, termasuk teman, kerabat dan penaklukan romantis saat mereka melewati kelas. Beberapa subplot memberi makanan yang lucu, termasuk seorang guru yang mengalami perceraian, beberapa siswa sekolah menengah membuat dokumenter, dan seorang gadis yang hanya berada di kelas untuk bertemu dengan pria. Ini adalah film kencan yang bagus, atau hanya satu untuk menonton ketika Anda sedang dalam mood untuk drama romantis dengan nada realitas.",positive
"Drama TV berbasis fakta rutin ini mendapat dorongan dari penampilan bagus oleh Cole. Inilah kisah seorang militer yang sangat terlatih, tidak senang dengan istri dan anak-anaknya, menyebabkan kematiannya dan kabur bersama wanita satunya. Untuk mendukungnya dengan cara dia biasa, dia merampok bank. Bisa ditebak, tapi bukan jam tangan yang buruk.",positive
"Saya melihat Enam dari Jenis untuk W.C. Fields - dia hanya berada di dalamnya selama sekitar 10 menit dan memiliki satu adegan panjang, rangkaian kolam renang terkenal yang dia buat terkenal di vaudeville, dan beberapa saat indah lainnya. Perhatian 55 menit juga menyenangkan, untungnya, terutama karena Charlie Ruggles yang lucu sebagai bankir kanguru J. Pinkham Whinney. Dia adalah foil semua orang. Dia gagap dan tersandung untuk kesenangan kita. Juga, pasangan komedonya, Mary Boland berperan sebagai istrinya, Flora. Bergabung dalam persidangan adalah George Burns dan Gracie Allen. Boland sangat lucu menjelang awal dan menjelang akhir, tapi Gracie dan Ruggles menggunakan sebagian besar gambar. Gracie lucu, cukup, tapi dia juga bisa melelahkan. Dan George Burns yang malang sama sekali tidak ada hubungannya kecuali mengulang Gracie sepanjang waktu. Aku tidak ingat pernah menertawakannya sekali (walaupun dia memiliki satu adegan bagus dengan Ruggle, di mana Ruggles berusaha dengan keras untuk meminta George mengambil Gracie dan meninggalkannya dan istrinya sendirian untuk sementara waktu, dan satu dengan Fields, di mana dia meminta Fields untuk jual dia sweter; bit itu eksklusif Fields ', though). Situasinya terus-menerus lucu: Whinneys akan pergi ke California, tapi untuk membantu mereka dengan biaya, George dan Gracie direkrut. 8/10.",positive
"EDMUND LOWE (yang mengingatkan saya pada Warren William), mengepalai sebuah misteri kecil yang menarik yang bergerak dengan cepat dan berjalan sedikit lebih dari satu jam. Douglas Walton memainkan joki yang tidak beruntung. yang tampaknya berniat atas kematiannya sendiri (hipnotisme, siapapun?), dan tersangka termasuk sejumlah pemeran pendukung - semua orang dari Virginia Bruce, Kent Smith, Frieda Inescourt, Gene Lockhart, Jessie Ralph, Benita Hume, Rosalind Ivan dan HB Warner. Sebagai bonus tambahan, ada Nat Pendleton sebagai detektif redup - dan selanjutnya, dapatkan hiasan art deco untuk dekorasi mewah rumah kaya. Pasti ada satu set yang digunakan di banyak film berikutnya. Di sisi positifnya, misteri itu tidak begitu rumit sehingga setiap orang bisa mengikuti alur cerita dengan keyakinan yang wajar agar tidak terlalu bingung. Semuanya tiba-tiba jelas bagi detektif Philo Vance - dan kemudian dia menghadapi konfrontasi terakhir dengan pembunuh yang memberi film ini sebuah ketegangan lima menit yang luar biasa. <br /> <br /> Dengan baik dilakukan dan melewati waktu dengan cara yang menghibur. .",positive
"Film ini lumpuh dan tidak lucu sama sekali. Plot bahkan tidak masuk akal. Beberapa ilmuwan yang bekerja di pinggiran sains membuka pintu ke dimensi lain (mungkin sih ???) dan putrinya tersedot melewatinya atau semacamnya, maka suatu hari tanpa alasan yang jelas dia kembali dan sekarang dia memiliki payudara besar dan memakai Pakaian yang minim (saya kira setan di dimensi lain membuatnya untuknya?) Tokoh utamanya adalah pria yang ingin menikahi pacarnya tapi dia gay sehingga jelas dia lebih tertarik pada pacar barunya, dan mereka tersandung pada penyihir ini. buku mantra (mereka ingin menjadi penyihir atau sesuatu ???) dan mantra jahat akhirnya mulai terbaca lagi, bagaimana iblis jahat datang ke bumi, yang hanya gadis atas bikini dan pria yang jatuh cinta bisa berhenti. Ada adegan topless tanpa alasan dan seorang pria di dalamnya yang menurut pacar saya adalah pegulat terkenal tapi bagiannya sama sekali tidak perlu, jelas mereka membuat sesuatu hanya untuk memasukkannya ke dalamnya karena mungkin penggemar gulat benar-benar akan menonton film tanpa tujuan ini. . Aku yakin gadis-gadis topless juga tidak ada salahnya. Fitur tambahan pada DVD itu bahkan lebih membingungkan daripada film lainnya, saya pikir ini bisa membantu menjelaskan apa yang sedang terjadi namun sebenarnya hal itu membuat hal-hal menjadi lebih membingungkan. Siapakah orang-orang ini dan apa yang mereka lakukan? Pada dasarnya ini adalah film go-camping-to-make-out-then-fight-a-monster tapi ada banyak hal (seperti dimensi dan penjual buku lainnya) daripada membuatnya membingungkan. Saya tidak suka film tapi hanya seperti lima dolar begitu besar. Saya tidak menganjurkan untuk menontonnya meski terlalu bodoh, saya tidak dapat memikirkan bagian dari film mana pun yang bagus.",negative
"Meski saya berharap bisa lebih sedikit lagi, ini masih merupakan film yang mengesankan. Ada banyak pertunjukan oleh semua pemimpin, dan ceritanya, meski bukan yang akan saya sebut mengerikan, masih efektif dan membuat saya tertarik. Bagi saya, bagian terbaik dari film ini adalah tampilan gambarnya, karena selalu terlihat dingin dan lembab dan sepertinya sangat sesuai dengan film ini. Saya juga berpikir bahwa anggaran rendah sesuai dengan film ini, karena saya tidak berpikir bahwa gambaran yang tajam dan suara yang jernih akan bekerja dengan baik dalam sebuah film yang suram ini. Semua hal dipertimbangkan, ia sedikit kekurangan harapan saya, tapi saya tetap sangat senang karena akhirnya saya duduk menonton film ini.",positive
"Bayangkan ini: SMA. Kecuali sekolah asrama, dan anak-anak tidak memiliki orang tua. Oh, dan itu di Malibu. Dan anak-anak semuanya kurus, putih, dan cantik, dengan minoritas token atau anak gemuk yang luar biasa untuk memainkan ""aneh"" yang terbuang. Dan tidak ada peraturan yang masuk akal, seperti bagaimana mereka memiliki tempat tinggal bersama, senjata nuklir di asrama mereka, kios kopi, sushi bar, dan laptop gratis per siswa. Inilah ceritanya: A Gadis, Zoey Brooks, menghadiri PCA, sebuah sekolah all-boys sebelumnya. Benar-benar sempurna dalam setiap cara yang mungkin, dia cerdas, cantik, kurus, atletis, kreatif, dan segala sesuatu yang perfeksionis inginkan. Hampir semua anak laki-laki di sekolah menginginkannya, dan setiap gadis ingin menjadi temannya. Dia satu-satunya orang yang datang untuk meminta nasihat, orang yang menghemat hari dengan rencana yang sederhana, dan sungguh luar biasa. Sayang sekali, semua ini tidak membuatnya menyenangkan. <br /> <br /> Apakah kita seharusnya percaya bahwa jika kita bahkan tidak mendekati kesempurnaan Zoey, kita adalah orang jahat? Dalam pertunjukan itu, tidak ada salahnya, dan jika ada yang membantahnya, mereka digambarkan sebagai orang jahat (Logan). Dia mungkin brengsek, tapi setidaknya dia memiliki semacam otak yang berpikir untuk dirinya sendiri dan bukan hanya menyetujui dengan sang putri setiap saat. Kelompok pengikut setia pengikutnya adalah: Chase, rata-rata orang bodoh Keledai yang memiliki naksir rahasia padanya, Michael, pria hitam pekat (dan satu-satunya aktor yang layak di lokasi syuting), Lola, seorang aktris wannabe dan kepala sekolah yang anoreksia dan heboh, Quinn, gadis cerdas tapi tidak tahu apa-apa tentang hal-hal remaja. , dan Logan, si brengsek kaya yang memiliki sisi lembut. Ya, pertunjukan ini pada dasarnya memuntahkan stereotip. <br /> <br /> Yang membuatku kesal, bagaimanapun, adalah bahwa mereka semua mencoba berpura-pura menjadi anak normal. Mereka mengeluh bahwa Logan mendapat banyak uang sementara mereka harus bekerja sendiri, meskipun mereka sudah pergi ke sekolah asrama yang sangat bagus dan bagus, dan memiliki hal-hal yang relatif bagus yang tidak dimiliki banyak remaja. Mereka minum kopi dan makan sushi secara teratur, hampir tidak memiliki pekerjaan rumah, dan berjemur hampir setiap hari. Wow, mereka memilikinya sulit! Ada masalah lain? Aku terlalu tampan, kaya, dan bebas stres! Saya kira Zoey 101 (untuk apa sih 101 itu?) Adalah usaha Nick untuk mencoba menggambarkan remaja secara realistis. Kecuali mereka melihat sekilas kenyataan, tidak menyukainya, dan memutuskan untuk memberi anak-anak itu hidup seperti keledai di The Hills. <br /> <br /> Tapi, setidaknya set itu cantik.",negative
"Saya kagum dengan peran Direktur Antal di tahun 2003. Proyek pertamanya di Amerika, Vacancy, kurang mengesankan namun merupakan awal yang baik. Lapis Baja adalah fitur kedua dan sementara tanda tangan visual dikenali, film ini tidak pernah naik di atas tingkat film B. <br /> <br /> Ini memalukan karena premis utama memiliki semua bahan untuk tikungan dan belokan dan pemeran ansambel yang menampilkan banyak aktor berkualitas harus bisa mengantarkannya. Antal bisa saja membuat film penyembuh yang hebat, tapi malah pergi untuk film aksi. Kemudian lagi ia bisa menembak film aksi keren tapi itu juga tidak benar-benar mengantarkannya ke departemen itu. <br /> <br /> Apa yang Anda tinggalkan adalah situasi yang tidak masuk akal, sekelompok karakter yang tidak sketsa bertengkar dan memperjuangkan sejumlah uang. Jika Anda melihat melewati sinematografi, pemeran, dan skor musik yang ketat, Anda tertinggal dengan video direct-to-video di bawah rata-rata yang menampilkan Van Damme atau Seagal. <br /> <br /> Ini mungkin film paling mengecewakan bagi saya dalam beberapa waktu.",negative
"Pertama-tama, alasan saya memberikan film ini 2 bintang dan bukan 1 adalah karena setidaknya Peter Falk memberikan penampilan fantastisnya yang biasa seperti Letnan Columbo. Dia sendiri bisa mendapatkan 10 bintang karena mencoba menyelamatkan usaha ini dengan sia-sia sia-sia dalam pembuatan film. Awalnya saya sangat bersemangat saat membaca komentar satu poster bahwa Andrew Stevens dalam film ini memberi ""penampilan karirnya."" Bagi saya, penampilan buruk Stevens yang benar-benar merusak film ini, jadi saya semua siap untuk melemparkan segala macam penghinaan pada orang yang membuat komentar tersebut di atas. Lalu aku berpikir dalam hati, apa lagi yang telah dilakukan Stevens? Jadi saya memeriksa dan, Anda tahu, orang itu benar sekali. Dalam 17 tahun sejak film Columbo ini dibuat, tampaknya setiap dari 33 proyek yang telah Stevens masuk sejak saat itu telah benar-benar omong kosong, jadi diragukan bahwa setiap orang bahkan telah melihat sisa karirnya. <br /> < Jika Anda menyukai Columbo, lihat setiap dari 69 judul sebelum menonton yang ini. Bantulah diri Anda sendiri dan simpan yang terburuk untuk yang terakhir.",negative
"Film ini harus sesuai untuk film paling membosankan selama bertahun-tahun. Otak Harrison pun tidak bisa menyelamatkan film ini dari tenggelam ke bawah. Pembunuhan di film ini seharusnya menjadi topik yang menarik dalam film ini tapi tidak, tidak ada yang menarik. Para pemerannya tidak menyebalkan tapi naskahnya memang biasa saja, saya hanya merasa sangat takjub selama film ini, memikirkan betapa hebatnya film ini yang menghibur <br /> <br /> Produser film ini sangat pandai. . Mereka membuat film yang membosankan tapi menyembunyikannya dengan baik dengan nama aktor dan aktris yang bagus di pemeran mereka. Orang akan pergi ke blockbuster dan mungkin melihat film ini dan berpikir, Woody Harrison, Kristin Scott Thomas dan Willem Dafoe ini pasti bagus dan menyewakan film ini. (Anak laki-laki mereka dalam masa yang mengerikan) <br /> <br /> Jika Anda suka merobek pergi dan menyewakan film ini, beberapa orang benar-benar menikmati film ini tapi saya suka menonton film dengan makna",negative
"Turun di Movie Gallery, saya melihat sebuah film yang baru saja saya lihat. Itu tampak seperti horor / tindakan murah yang menyenangkan yang bisa saya masuki. Yeah, aku tahu itu akan mengisap, tapi aku menyewakannya tetap berharap bisa tertawa. Hanya beberapa tertawa yang bisa ditemukan. Ini adalah film yang sangat bodoh. Ini dimulai dengan seorang pemburu hadiah, protagonis kita, yang mungkin merupakan karakter utama terlemah dalam sejarah film. Dia terlihat / bertindak seperti dia bisa menghadapi Chuck Norris, tapi dia tidak bisa melakukannya. Dialognya juga menyebalkan. Bagaimanapun, dia pergi ke sebuah desa, menembak beberapa zombie. Anda bisa mengatakan bahwa mereka mencoba membuat ini lebih lama dengan melakukan adegan-adegan membosankan di mana dia membutuhkan 3-5 menit untuk memuat ulang atau menonton beberapa zombie. Setidaknya zombie terlihat keren. Jadi, beberapa orang tertembak, beberapa zombie mati, dan akhirnya, semua orang mati kecuali karakter utama kami, yang seharusnya sudah meninggal pada awalnya saat dia ditembak jatuh oleh empat orang.",negative
"Saya akhirnya melihat film El Padrino, dari yang bisa saya lihat adalah film yang luar biasa, dan banyak aksi Damian Chapa adalah sutradara yang baik, tapi saya harus mengakui bahwa saya menyukai aktingnya yang Terbaik. <br /> <br /> Saya melihat di balik layar itu diedit oleh beberapa wanita bernama kinga, dia perlu kembali ke sekolah dan belajar menyuntingnya. Namun film El Padrino adalah sebuah epik 10 aksi murni. Mengapa cant kebanyakan orang yang langsung mengumpulkan film yang membuat Anda bertanya-tanya apa plotnya? Saya sangat senang melihat seseorang yang saya kenal sebagai aktor hebat juga menjadi sutradara hebat. <br /> <br /> Saya adalah salah satu dari orang-orang yang suka melihat seniman membuatnya. <br /> <br / > BS",positive
Saya berkembang biak di bioskop .... tapi ada batasnya. NAMA tidak cukup untuk membuat A MOVIE !. Awal film membuat kita dalam suasana hati untuk mengharapkan yang tak terlihat. Tapi kita tetap lapar (atau marah ..) sampai akhir. Hal-hal menjadi sangat bingung sehingga saya akui bahwa AKU TIDAK MEMAHAMI AKHIR atau ada akhir dari nonesense ini. Kesempatan untuk membuat film yang luar biasa ada tapi targetnya benar-benar tidak ada. Berikutnya...,negative
"Michael Callan memainkan fotografer cerdas yang tampaknya, bagaimanapun, dianggap sebagai ""tangkapan"" sempurna oleh wanita mana pun yang melintasinya; Bisakah ini ada kaitannya dengan fakta bahwa dia juga turut memproduksi film ini? Dia adalah ""pahlawan"" yang sangat sulit dibanggakannya, jadi film ini bermasalah sejak awal. Namun, masalah itu tidak berakhir di situ. Ini memiliki nilai produksi sebuah film TV (lihat kepala yang terbuat dari tanah liat atau sesuatu, mendekati akhir), dan ending cheats dengan cara yang tidak dapat saya ungkapkan, seandainya ada yang ingin melihat filmnya (sangat tidak sepertinya). Anggap saja si pembunuh tahu lebih banyak daripada yang kita biarkan tahu dia tahu. (* 1/2)",negative
